catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
bcra,3,3.2,bcra_libor_003,R/P1D,libor_90_dias,Porcentaje,Tasa LIBOR. Valor diario a 90 días.,Tasas Libor (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/3/distribution/3.2/download/tasas-libor-series.csv,Tasa LIBOR,Banco Central de la República Argentina (BCRA),Tasa LIBOR,Tasas de referencia interbancarias de oferta de Londres (LIBOR - London InterBank Offered Rate).,Dinero y Bancos,2001-01-03,2021-07-30,7514,1386,False,0.0011775,0.0012575,-0.06361829025844934,False,128,0,2,6
bcra,3,3.2,bcra_libor_004,R/P1D,libor_180_dias,Porcentaje,Tasa LIBOR. Valor diario a 180 días.,Tasas Libor (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/3/distribution/3.2/download/tasas-libor-series.csv,Tasa LIBOR,Banco Central de la República Argentina (BCRA),Tasa LIBOR,Tasas de referencia interbancarias de oferta de Londres (LIBOR - London InterBank Offered Rate).,Dinero y Bancos,2001-01-03,2021-07-30,7514,1386,False,0.0015313,0.0015387999999999,-0.004873927735833394,False,103,0,4,9
bcra,3,3.2,bcra_libor_005,R/P1D,libor_360_dias,Porcentaje,Tasa LIBOR. Valor diario a 360 días.,Tasas Libor (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/3/distribution/3.2/download/tasas-libor-series.csv,Tasa LIBOR,Banco Central de la República Argentina (BCRA),Tasa LIBOR,Tasas de referencia interbancarias de oferta de Londres (LIBOR - London InterBank Offered Rate).,Dinero y Bancos,2001-01-03,2021-07-30,7514,1386,False,0.0023513,0.00237,-0.007890295358649824,False,198,0,4,9
bcra,4,4.2,bcra_monedas_pase_ars,R/P1D,peso,Dólares corrientes,Tipo pase diario en dólares de Peso,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.016722,0.016742,-0.001194600406164037,False,56,0,0,4
bcra,4,4.2,bcra_monedas_pase_aud,R/P1D,dolar_australiano,Dólares corrientes,Tipo pase diario en dólares de Dólar Autraliano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.679,0.6793,-0.0004416310908287313,False,67,1,2,5
bcra,4,4.2,bcra_monedas_pase_bob,R/P1D,peso_boliviano,Dólares corrientes,Tipo pase diario en dólares de Peso Boliviano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.144717,0.144717,0.0,False,64,0,0,2
bcra,4,4.2,bcra_monedas_pase_brl,R/P1D,real_brasil,Dólares corrientes,Tipo pase diario en dólares de Real (Brasil),Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.237467,0.238282,-0.003420317103264181,False,43,0,1,4
bcra,4,4.2,bcra_monedas_pase_cad,R/P1D,dolar_canadiense,Dólares corrientes,Tipo pase diario en dólares de Dólar Canadiense,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.7530680000000001,0.750412,0.003539389028960338,False,93,1,2,6
bcra,4,4.2,bcra_monedas_pase_chf,R/P1D,franco_suizo,Dólares corrientes,Tipo pase diario en dólares de Franco Suizo,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,1.007455,1.008979,-0.0015104377791808066,False,5,0,0,0
bcra,4,4.2,bcra_monedas_pase_clp,R/P1D,peso_chileno,Dólares corrientes,Tipo pase diario en dólares de Peso Chileno,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.001257,0.001257,0.0,False,29,0,2,5
bcra,4,4.2,bcra_monedas_pase_cnh,R/P1D,yuan_china_off_shore_cnh,Dólares corrientes,Tipo pase diario en dólares de Yuan - China Off Shore CNH,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.142184,0.141854,0.0023263355280780385,False,227,0,0,3
bcra,4,4.2,bcra_monedas_pase_cny,R/P1D,yuan_china_cny,Dólares corrientes,Tipo pase diario en dólares de Yuan - China CNY,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.142198,0.142065,0.0009361911800935818,False,19,0,0,1
bcra,4,4.2,bcra_monedas_pase_cop,R/P1D,peso_colombiano,Dólares corrientes,Tipo pase diario en dólares de Peso Colombiano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.000292,0.00029,0.006896551724137945,False,74,0,0,2
bcra,4,4.2,bcra_monedas_pase_czk,R/P1D,corona_checa,Dólares corrientes,Tipo pase diario en dólares de Corona Checa,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.043319,0.043328,-0.00020771787296891553,False,76,0,0,2
bcra,4,4.2,bcra_monedas_pase_dkk,R/P1D,corona_danesa,Dólares corrientes,Tipo pase diario en dólares de Corona Danesa,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.148031,0.148053,-0.00014859543541834164,False,6,0,0,0
bcra,4,4.2,bcra_monedas_pase_eur,R/P1D,euro,Dólares corrientes,Tipo pase diario en dólares de Euro,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,1.1062,1.1064,-0.00018076644974696077,False,103,0,0,4
bcra,4,4.2,bcra_monedas_pase_gbp,R/P1D,libra_esterlina,Dólares corrientes,Tipo pase diario en dólares de Libra Esterlina,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,1.2903,1.2921,-0.0013930810308799835,False,13,0,1,2
bcra,4,4.2,bcra_monedas_pase_hkd,R/P1D,dolar_hong_kong,Dólares corrientes,Tipo pase diario en dólares de Dólar Hong Kong,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.12786,0.12779,0.0005477736912122833,False,91,1,2,7
bcra,4,4.2,bcra_monedas_pase_ils,R/P1D,shekel_israel,Dólares corrientes,Tipo pase diario en dólares de Shekel (Israel),Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.28865,0.288234,0.0014432717861183608,False,12,0,0,1
bcra,4,4.2,bcra_monedas_pase_inr,R/P1D,rupia_india,Dólares corrientes,Tipo pase diario en dólares de Rupia (India),Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.013934,0.013923,0.0007900596135890225,False,8,0,0,0
bcra,4,4.2,bcra_monedas_pase_jpy,R/P1D,yen_japon,Dólares corrientes,Tipo pase diario en dólares de Yen (Japón),Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.009207,0.009212,-0.000542770299609141,False,20,0,0,1
bcra,4,4.2,bcra_monedas_pase_mxn,R/P1D,peso_mexicano,Dólares corrientes,Tipo pase diario en dólares de Peso Mexicano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.05152,0.051213,0.005994571690781658,False,31,0,1,5
bcra,4,4.2,bcra_monedas_pase_nio,R/P1D,cordoba_nicaraguense,Dólares corrientes,Tipo pase diario en dólares de Córdoba Nicaraguense,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.029655,0.029624,0.0010464488252768245,False,8,0,0,0
bcra,4,4.2,bcra_monedas_pase_nok,R/P1D,corona_noruega,Dólares corrientes,Tipo pase diario en dólares de Corono Noruega,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.109417,0.109271,0.0013361276093382113,False,11,0,0,0
bcra,4,4.2,bcra_monedas_pase_nzd,R/P1D,dolar_neozelandes,Dólares corrientes,Tipo pase diario en dólares de Dólar Neozelandés,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.6409,0.6409999999999999,-0.0001560062402494733,False,68,1,2,6
bcra,4,4.2,bcra_monedas_pase_pen,R/P1D,nuevo_sol_peruano,Dólares corrientes,Tipo pase diario en dólares de Nuevo Sol Peruano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.29634,0.295412,0.003141375434985605,False,17,0,0,1
bcra,4,4.2,bcra_monedas_pase_pyg,R/P1D,guarani_paraguayo,Dólares corrientes,Tipo pase diario en dólares de Guaraní Paraguayo,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.000154,0.000154,0.0,False,14,0,0,1
bcra,4,4.2,bcra_monedas_pase_rsd,R/P1D,dinar_serbia,Dólares corrientes,Tipo pase diario en dólares de Dinar Serbia,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.009406,0.009412,-0.0006374840628985412,False,5,0,0,0
bcra,4,4.2,bcra_monedas_pase_rub,R/P1D,rublo_rusia,Dólares corrientes,Tipo pase diario en dólares de Rublo (Rusia),Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.015693,0.01563,0.004030710172744589,False,103,0,0,2
bcra,4,4.2,bcra_monedas_pase_sek,R/P1D,corona_sueca,Dólares corrientes,Tipo pase diario en dólares de Corona Sueca,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.103729,0.10371,0.00018320316266517978,False,6,0,0,0
bcra,4,4.2,bcra_monedas_pase_sgd,R/P1D,dolar_de_singapur,Dólares corrientes,Tipo pase diario en dólares de Dólar de Singapur,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.733729,0.733891,-0.00022074122723947376,False,69,1,2,5
bcra,4,4.2,bcra_monedas_pase_try,R/P1D,lira_turca,Dólares corrientes,Tipo pase diario en dólares de Lira Turca,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.17549,0.175085,0.0023131621783705203,False,70,0,0,2
bcra,4,4.2,bcra_monedas_pase_uyu,R/P1D,peso_uruguayo,Dólares corrientes,Tipo pase diario en dólares de Peso Uruguayo,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.026504,0.026549,-0.0016949790952578425,False,7,0,0,1
bcra,4,4.2,bcra_monedas_pase_ves,R/P1D,bolivar_venezolano,Dólares corrientes,Tipo pase diario en dólares de Bolívar Venezolano,Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,3.1e-05,3.4e-05,-0.08823529411764697,False,63,0,0,2
bcra,4,4.2,bcra_monedas_pase_vnd,R/P1D,dong_vietnam_1000_c_u,Dólares corrientes,Tipo pase diario en dólares de Dong Vietnam (c/ 1000 u.),Evolución monedas. Tipo de pase en dólares (series),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,https://infra.datos.gob.ar/catalog/bcra/dataset/4/distribution/4.2/download/monedas-tipo-pase-dolares-series.csv,Evolución de monedas extranjeras,Banco Central de la República Argentina (BCRA),Evolución de monedas extranjeras,Tipo de pase en dólares (por unidad) y tipo de cambio - moneda de curso legal (por unidad) de distintas monedas extranjeras.,Dinero y Bancos,2019-10-01,2019-11-21,52,2005,False,0.04311,0.043105,0.00011599582415033893,False,11,0,0,2
